U+4E01		丁	⿱一亅
U+753D		甽	⿰田川
U+754C		界	⿱田介
U+754F		畏	⿳田一⿰𠄌⿺乀丿
U+7554		畔	⿰田半
U+7559		留	留
U+755A		畚	⿳厶大田
U+755C		畜	⿱玄田
U+755D		畝	⿰亩久
U+7562		畢	畢
U+7565		略	⿰田各
U+7566		畦	⿰田圭
U+756A		番	⿱釆田
U+756B		畫	⿳⿱𦘒一田一
U+7570		異	⿱田共
U+7576		當	⿱𫩠田
U+7578		畸	⿰田奇
U+7586		疆	⿰⿹弓土畺
U+7587		疇	⿰田壽
U+758A		疊	⿱畾冝
U+758B		疋	疋
U+758F		疏	⿰𤴔㐬
U+7591		疑	⿰𠤕⿱龴疋
U+7599		疙	⿸疒乞
U+759A		疚	⿸疒久
U+759D		疝	⿸疒山
U+75A4		疤	⿸疒巴
U+75A5		疥	⿸疒介
U+75AB		疫	⿸疒殳
U+75B2		疲	⿸疒皮
U+75B3		疳	⿸疒甘
U+75B5		疵	⿸疒此
U+75B9		疹	⿸疒㐱
U+75BC		疼	⿸疒冬
U+75BD		疽	⿸疒且
U+75BE		疾	⿸疒矢
U+75C5		病	⿸疒丙
U+75C7		症	⿸疒正
U+75CA		痊	⿸疒全
U+75D4		痔	⿸疒寺
U+75D5		痕	⿸疒艮
U+75D8		痘	⿸疒豆
U+75D9		痙	⿸疒巠
U+75DB		痛	⿸疒甬
U+75DE		痞	⿸疒否
U+75E2		痢	⿸疒利
U+75E3		痣	⿸疒志
U+75F0		痰	⿸疒炎
U+75F1		痱	⿸疒非
U+75F2		痲	⿸疒𣏟
U+75F4		痴	⿸疒知
U+75FA		痺	⿸疒卑
U+75FF		痿	⿸疒委
U+7600		瘀	⿸疒於
U+7601		瘁	⿸疒卒
U+7609		瘉	⿸疒俞
U+760B		瘋	⿸疒風
U+760D		瘍	⿸疒昜
U+7613		瘓	⿸疒奐
U+761F		瘟	⿸疒昷
U+7620		瘠	⿸疒脊
U+7621		瘡	⿸疒倉
U+7624		瘤	⿸疒留
U+7626		瘦	⿸疒叟
U+7627		瘧	⿸疒虐
U+7629		瘩	⿸疒荅
U+7634		瘴	⿸疒章
U+7638		瘸	⿸疒𦙲
U+7642		療	⿸疒尞
U+7646		癆	⿸疒勞
U+764C		癌	⿸疒嵒
U+7652		癒	⿸疒愈
U+7656		癖	⿸疒辟
U+7658		癘	⿸疒萬
U+7662		癢	⿸疒養
U+7665		癥	⿸疒徵
U+7669		癩	⿸疒賴
U+766C		癬	⿸疒鮮
U+766E		癮	⿸疒隱
U+7671		癱	⿸疒難
U+7672		癲	⿸疒顛
U+7678		癸	⿱癶天
U+767B		登	⿱癶豆
U+767C		發	⿱癶𭚧
U+767D		白	白
U+767E		百	⿱一白
U+7682		皂	⿱白七
U+7684		的	⿰白勺
U+7686		皆	⿱比白
U+7687		皇	⿱白王
U+7688		皈	⿰白反
U+768E		皎	⿰白交
U+7693		皓	⿰白告
U+7696		皖	⿰白完
U+769A		皚	⿰白豈
U+76AE		皮	皮
U+76B0		皰	⿰皮包
U+76B4		皴	⿰夋皮
U+76BA		皺	⿰芻皮
U+76BF		皿	皿
U+76C2		盂	⿱于皿
U+76C3		盃	⿱不皿
U+76C6		盆	⿱分皿
U+76C8		盈	⿱夃皿
U+76CA		益	⿱⿱䒑八皿
U+76CD		盍	⿱去皿
U+76CE		盎	⿱央皿
U+76D2		盒	⿱合皿
U+76D4		盔	⿱灰皿
U+76DB		盛	⿱成皿
U+76DC		盜	⿱㳄皿
U+76DE		盞	⿱戔皿
U+76DF		盟	⿱明皿
U+76E1		盡	⿱𭴘皿
U+76E3		監	⿱⿰臣⿱𠂉丶皿
U+76E4		盤	⿱般皿
U+76E5		盥	⿱⿴𦥑水皿
U+76E7		盧	⿸虍⿱田皿
U+76EA		盪	⿱湯皿
U+76EE		目	目
U+76EF		盯	⿰目丁
U+76F2		盲	⿱亡目
U+76F4		直	⿱十⿴且一
U+76F8		相	⿰木目
U+76F9		盹	⿰目屯
U+76FC		盼	⿰目分
U+76FE		盾	⿸𠂆𥃭
U+7701		省	⿱少目
U+7709		眉	⿸𠃜目
U+770B		看	⿱龵目
U+771F		真	⿱十具
U+7720		眠	⿰目民
U+7728		眨	⿰目乏
U+7729		眩	⿰目玄
U+7736		眶	⿰目匡
U+7737		眷	⿱龹目
U+7738		眸	⿰目牟
U+773A		眺	⿰目兆
U+773C		眼	⿰目艮
U+773E		眾	⿱罒乑
U+774F		睏	⿰目困
U+775B		睛	⿰目青
U+775C		睜	⿰目爭
U+775E		睞	⿰目來
U+7761		睡	⿰目垂
U+7763		督	⿱叔目
U+7765		睥	⿰目卑
U+7766		睦	⿰目坴
U+7768		睨	⿰目兒
U+776A		睪	⿱罒幸
U+776B		睫	⿰目疌
U+776C		睬	⿰目采
U+7779		睹	⿰目者
U+777D		睽	⿰目癸
U+777F		睿	⿳𣦵八𥃦
U+7784		瞄	⿰目苗
U+7787		瞇	⿰目迷
U+778C		瞌	⿰目盍
U+778E		瞎	⿰目害
U+7791		瞑	⿰目冥
U+779E		瞞	⿰目㒼
U+779F		瞟	⿰目票
U+77A0		瞠	⿰目堂
U+77A5		瞥	⿱敝目
U+77A7		瞧	⿰目焦
U+77AA		瞪	⿰目登
U+77AC		瞬	⿰目舜
U+77AD		瞭	⿰目尞
U+77B0		瞰	⿰目敢
U+77B3		瞳	⿰目童
U+77BB		瞻	⿰目詹
U+77BD		瞽	⿱鼓目
U+77BF		瞿	⿱䀠隹
U+77C7		矇	⿰目蒙
U+77D3		矓	⿰目龍
U+77D7		矗	⿱直⿰直直
U+77DA		矚	⿰目屬
U+77DB		矛	⿱龴⿹𠄐丿
U+77DC		矜	⿰矛今
U+77E2		矢	⿱𠂉大
U+77E3		矣	⿱厶矢
U+77E5		知	⿰矢口
U+77E9		矩	⿰矢巨
U+77ED		短	⿰矢豆
U+77EE		矮	⿰矢委
U+77EF		矯	⿰矢喬
U+77F3		石	⿸丆口
U+77FD		矽	⿰石夕
U+7802		砂	⿰石少
U+780C		砌	⿰石切
U+780D		砍	⿰石欠
U+7814		研	⿰石开
U+781D		砝	⿰石去
U+7825		砥	⿰石氐
U+7827		砧	⿰石占
U+782D		砭	⿰石乏
U+7830		砰	⿰石平
U+7834		破	⿰石皮
U+7837		砷	⿰石申
U+7838		砸	⿰石匝
U+7843		硃	⿰石朱
U+785D		硝	⿰石肖
U+786B		硫	⿰石㐬
U+786C		硬	⿰石更
U+786F		硯	⿰石見
U+787C		硼	⿰石朋
U+7889		碉	⿰石周
U+788C		碌	⿰石录
U+788E		碎	⿰石卒
U+7891		碑	⿰石卑
U+7897		碗	⿰石宛
U+7898		碘	⿰石典
U+789F		碟	⿰石枼
U+78A7		碧	⿱珀石
U+78A9		碩	⿰石頁
U+78B0		碰	⿰石並
U+78B3		碳	⿰石炭
U+78BA		確	⿰石隺
U+78BC		碼	⿰石馬
U+78BE		碾	⿰石展
U+78C1		磁	⿰石兹
U+78C5		磅	⿰石旁
U+78CA		磊	⿱石砳
U+78CB		磋	⿰石差
U+78D0		磐	⿱般石
U+78D5		磕	⿰石盍
U+78DA		磚	⿰石專
U+78E8		磨	⿸麻石
U+78EC		磬	⿱殸石
U+78EF		磯	⿰石幾
U+78F4		磴	⿰石登
U+78F7		磷	⿰石粦
U+78FA		磺	⿰石黄
U+7901		礁	⿰石焦
U+790E		礎	⿰石楚
U+7919		礙	⿰石疑
U+7926		礦	⿰石廣
U+792A		礪	⿰石厲
U+792B		礫	⿰石樂
U+792C		礬	⿱樊石
U+793A		示	示
U+793E		社	⿰礻土
U+7940		祀	⿰礻巳
U+7941		祁	⿰礻阝
U+7946		祆	⿰礻天
U+7947		祇	⿰礻氏
U+7948		祈	⿰礻斤
U+7949		祉	⿰礻止
U+7950		祐	⿰礻右
U+7955		祕	⿰礻必
U+7956		祖	⿰礻且
U+7957		祗	⿰礻氐
U+795A		祚	⿰礻乍
U+795D		祝	⿰礻兄
U+795E		神	⿰礻申
U+795F		祟	⿱出示
U+7960		祠	⿰礻司
U+7965		祥	⿰礻羊
U+7968		票	⿱覀示
U+796D		祭	祭
U+797A		祺	⿰礻其
U+797F		祿	⿰礻彔
U+7981		禁	⿱林示
U+798D		禍	⿰礻咼
U+798E		禎	⿰礻貞
U+798F		福	⿰礻畐
U+79A6		禦	⿱御示
U+79A7		禧	⿰礻喜
U+79AA		禪	⿰礻單
U+79AE		禮	⿰礻豊
U+79B1		禱	⿰礻壽
U+79B9		禹	禹
U+79BD		禽	⿱人离
U+79BE		禾	⿱丿木
U+79BF		禿	⿱禾儿
U+79C0		秀	⿱禾乃
U+79C1		私	⿰禾厶
U+79C9		秉	⿱丿𣏃
U+79CB		秋	⿰禾火
U+79D1		科	⿰禾斗
U+79D2		秒	⿰禾少
U+79DF		租	⿰禾且
U+79E3		秣	⿰禾末
U+79E4		秤	⿰禾平
U+79E6		秦	⿱𡗗禾
U+79E7		秧	⿰禾央
U+79E9		秩	⿰禾失
U+79FB		移	⿰禾多
U+7A00		稀	⿰禾希
U+7A05		稅	⿰禾兌
U+7A08		稈	⿰禾旱
U+7A0B		程	⿰禾呈
U+7A0D		稍	⿰禾肖
U+7A14		稔	⿰禾念
U+7A1A		稚	⿰禾隹
U+7A1C		稜	⿰禾夌
U+7A1F		稟	⿱㐭禾
U+7A20		稠	⿰禾周
U+7A2E		種	⿰禾重
U+7A31		稱	⿰禾爯
U+7A37		稷	⿰禾畟
U+7A3B		稻	⿰禾舀
U+7A3C		稼	⿰禾家
U+7A3D		稽	⿰禾⿱尤旨
U+7A3F		稿	⿰禾高
U+7A40		穀	⿰𥞤殳
U+7A46		穆	⿰禾㣎
U+7A4C		穌	⿰魚禾
U+7A4D		積	⿰禾責
U+7A4E		穎	⿰⿱匕禾頁
U+7A57		穗	⿰禾惠
U+7A61		穡	⿰禾嗇
U+7A62		穢	⿰禾歲
U+7A69		穩	⿰禾㥯
U+7A6B		穫	⿰禾蒦
U+7A74		穴	⿱宀八
U+7A76		究	⿱穴九
U+7A79		穹	⿱穴弓
U+7A7A		空	⿱穴工
U+7A7F		穿	⿱穴牙
U+7A81		突	⿱穴犬
U+7A84		窄	⿱穴乍
U+7A88		窈	⿱穴幼
U+7A92		窒	⿱穴至
U+7A95		窕	⿱穴兆
U+7A96		窖	⿱穴告
U+7A97		窗	⿱穴囱
U+7A98		窘	⿱穴君
U+7A9F		窟	⿱穴屈
U+7AA0		窠	⿱穴果
U+7AA9		窩	⿱穴咼
U+7AAA		窪	⿱穴洼
U+7AAE		窮	⿱穴躬
U+7AAF		窯	⿱穴羔
U+7ABA		窺	⿱穴規
U+7AC4		竄	⿱穴鼠
U+7AC5		竅	⿱穴敫
U+7AC7		竇	⿱穴賣
U+7ACA		竊	⿱穴⿰釆⿳⺊𠔿禸
U+7ACB		立	⿱⿱亠丷一
U+7AD9		站	⿰立占
U+7ADF		竟	⿱音儿
U+7AE0		章	⿱立早
U+7AE3		竣	⿰立夋
U+7AE5		童	⿱立里
U+7AED		竭	⿰立曷
U+7AEF		端	⿰立耑
U+7AF6		競	⿰竞竞
U+7AF9		竹	⿰亇亇
U+7AFA		竺	⿱竹二
U+7AFD		竽	⿱竹于
U+7AFF		竿	⿱竹干
U+7B06		笆	⿱竹巴
U+7B11		笑	⿱竹夭
U+7B19		笙	⿱竹生
U+7B1B		笛	⿱竹由
U+7B1E		笞	⿱竹台
U+7B20		笠	⿱竹立
U+7B26		符	⿱竹付
U+7B28		笨	⿱竹本
U+7B2C		第	⿱竹𢎨
U+7B46		筆	⿱竹聿
U+7B49		等	⿱竹寺
U+7B4B		筋	⿱竹肋
U+7B4D		筍	⿱竹旬
U+7B4F		筏	⿱竹伐
U+7B50		筐	⿱竹匡
U+7B52		筒	⿱竹同
U+7B54		答	⿱竹合
U+7B56		策	⿱竹朿
U+7B60		筠	⿱竹均
U+7B75		筵	⿱竹延
U+7B77		筷	⿱竹快
U+7B8B		箋	⿱竹戔
U+7B8F		箏	⿱竹爭
U+7B94		箔	⿱竹泊
U+7B95		箕	⿱竹其
U+7B97		算	⿱竹𥃲
U+7B9D		箝	⿱竹拑
U+7BA1		管	⿱竹官
U+7BAD		箭	⿱竹前
U+7BB1		箱	⿱竹相
U+7BB4		箴	⿱竹咸
U+7BC0		節	⿱竹即
U+7BC1		篁	⿱竹皇
U+7BC4		範	⿱竹𨊠
U+7BC6		篆	⿱竹彖
U+7BC7		篇	⿱竹扁
U+7BC9		築	⿱筑木
U+7BD9		篙	⿱竹高
U+7BDB		篛	⿱竹弱
U+7BE1		篡	⿱𮅕厶
U+7BE4		篤	⿱竹馬
U+7BE9		篩	⿱竹師
U+7BF7		篷	⿱竹逢
U+7BFE		篾	⿳竹罒戍
U+7C07		簇	⿱竹族
U+7C0D		簍	⿱竹婁
U+7C11		簑	⿱竹衰
U+7C1E		簞	⿱竹單
U+7C21		簡	⿱竹間
U+7C23		簣	⿱竹貴
U+7C27		簧	⿱竹黄
U+7C2A		簪	⿱竹朁
U+7C2B		簫	⿱竹肅
U+7C37		簷	⿱竹詹
U+7C38		簸	⿱竹𤿺
U+7C3D		簽	⿱竹僉
U+7C3E		簾	⿱竹廉
U+7C3F		簿	⿱竹溥
U+7C43		籃	⿱竹監
U+7C4C		籌	⿱竹壽
U+7C4D		籍	⿱竹耤
U+7C50		籐	⿱竹滕
U+7C5F		籟	⿱竹賴
U+7C60		籠	⿱竹龍
U+7C64		籤	⿱竹韱
U+7C6C		籬	⿱竹離
U+7C6E		籮	⿱竹羅
U+7C72		籲	⿱竹龥
U+7C73		米	米
U+7C89		粉	⿰米分
U+7C92		粒	⿰米立
U+7C97		粗	⿰米且
U+7C9F		粟	⿱覀米
U+7CA5		粥	⿲弓米弓
U+7CB1		粱	⿱⿰氵刅米
U+7CB3		粳	⿰米更
U+7CB5		粵	⿱⿴⿱丿囗釆丂
U+7CB9		粹	⿰米卒
U+7CBD		粽	⿰米宗
U+7CBE		精	⿰米青
U+7CCA		糊	⿰米胡
U+7CD5		糕	⿰米羔
U+7CD6		糖	⿰米唐
U+7CD9		糙	⿰米造
U+7CDC		糜	⿸麻米
U+7CDE		糞	⿱米異
U+7CDF		糟	⿰米曹
U+7CE0		糠	⿰米康
U+7CE2		糢	⿰米莫
U+7CE7		糧	⿰米量
U+7CEF		糯	⿰米需
U+7CF8		糸	⿱幺小
U+7CFB		系	⿱丿糸
U+7CFE		糾	⿰糹丩
U+7D00		紀	⿰糹己
U+7D02		紂	⿰糹寸
U+7D04		約	⿰糹勺
U+7D05		紅	⿰糹工
U+7D07		紇	⿰糹乞
U+7D09		紉	⿰糹刃
U+7D0A		紊	⿱文糸
U+7D0B		紋	⿰糹文
U+7D0D		納	⿰糹内
U+7D10		紐	⿰糹丑
U+7D14		純	⿰糹屯
U+7D15		紕	⿰糹比
U+7D17		紗	⿰糹少
U+7D19		紙	⿰糹氏
U+7D1A		級	⿰糹及
U+7D1B		紛	⿰糹分
U+7D1C		紜	⿰糹云
U+7D20		素	⿱龶糸
U+7D21		紡	⿰糹方
U+7D22		索	⿱⿱十冖糸
U+7D2B		紫	⿱此糸
U+7D2E		紮	⿱札糸
U+7D2F		累	⿱田糸
U+7D30		細	⿰糹田
U+7D33		紳	⿰糹申
U+7D39		紹	⿰糹召
U+7D3C		紼	⿰糹弗
U+7D40		絀	⿰糹出
U+7D42		終	⿰糹冬
U+7D43		絃	⿰糹玄
U+7D44		組	⿰糹且
U+7D46		絆	⿰糹半
U+7D50		結	⿰糹吉
U+7D55		絕	⿰糹⿱刀巴
U+7D5E		絞	⿰糹交
U+7D61		絡	⿰糹各
U+7D62		絢	⿰糹旬
U+7D66		給	⿰糹合
U+7D68		絨	⿰糹戎
U+7D6E		絮	⿱如糸
U+7D71		統	⿰糹充
U+7D72		絲	⿰糹糸
U+7D79		絹	⿰糹肙
U+7D81		綁	⿰糹邦
U+7D8F		綏	⿰糹妥
U+7D91		綑	⿰糹困
U+7D93		經	⿰糹巠
U+7D9C		綜	⿰糹宗
U+7D9E		綞	⿰糹垂
U+7DA0		綠	⿰糹彔
U+7DA2		綢	⿰糹周
U+7DAD		維	⿰糹隹
U+7DB0		綰	⿰糹官
U+7DB1		綱	⿰糹岡
U+7DB2		網	⿰糹罔
U+7DB4		綴	⿰糹叕
U+7DB5		綵	⿰糹采
U+7DB8		綸	⿰糹侖
U+7DBA		綺	⿰糹奇
U+7DBB		綻	⿰糹定
U+7DBD		綽	⿰糹卓
U+7DBE		綾	⿰糹夌
U+7DBF		綿	⿰糹帛
U+7DC7		緇	⿰糹甾
U+7DCA		緊	⿱臤糸
U+7DD2		緒	⿰糹者
U+7DD8		緘	⿰糹咸
U+7DDA		線	⿰糹泉
U+7DDD		緝	⿰糹咠
U+7DDE		緞	⿰糹段
U+7DE0		締	⿰糹帝
U+7DE3		緣	⿰糹彖
U+7DE8		編	⿰糹扁
U+7DE9		緩	⿰糹爰
U+7DEC		緬	⿰糹面
U+7DEF		緯	⿰糹韋
U+7DF4		練	⿰糹柬
U+7DFB		緻	⿰糹致
U+7E08		縈	⿱𤇾糸
U+7E0A		縊	⿰糹益
U+7E11		縑	⿰糹兼
U+7E1B		縛	⿰糹尃
U+7E23		縣	⿰⿱⿴且一小系
U+7E2B		縫	⿰糹逢
U+7E2E		縮	⿰糹宿
U+7E31		縱	⿰糹從
U+7E32		縲	⿰糹累
U+7E37		縷	⿰糹婁
U+7E3D		總	⿰糹悤
U+7E3E		績	⿰糹責
U+7E41		繁	⿱敏糸
U+7E43		繃	⿰糹崩
U+7E45		繅	⿰糹巢
U+7E46		繆	⿰糹翏
U+7E54		織	⿰糹戠
U+7E55		繕	⿰糹善
U+7E5A		繚	⿰糹尞
U+7E5E		繞	⿰糹堯
U+7E61		繡	⿰糹肅
U+7E69		繩	⿰糹黽
U+7E6A		繪	⿰糹會
U+7E6B		繫	⿱𣪠糸
U+7E6D		繭	繭
U+7E79		繹	⿰糹睪
U+7E7C		繼	⿰糹㡭
U+7E7D		繽	⿰糹賓
U+7E82		纂	⿱𮅕糸
U+7E8C		續	⿰糹賣
U+7E8F		纏	⿰糹廛
U+7E93		纓	⿰糹嬰
U+7E96		纖	⿰糹韱
U+7E9C		纜	⿰糹覽
U+7F36		缶	缶
U+7F38		缸	⿰缶工
U+7F3A		缺	⿰缶夬
U+7F3D		缽	⿰缶本
U+7F44		罄	⿱殸缶
U+7F48		罈	⿰缶覃
U+7F50		罐	⿰缶雚
U+7F54		罔	⿵冂𠅇
U+7F55		罕	⿱㓁干
U+7F5F		罟	⿱罒古
U+7F69		罩	⿱罒卓
U+7F6A		罪	⿱罒非
U+7F6E		置	⿱罒直
U+7F70		罰	⿱罒䚯
U+7F72		署	⿱罒者
U+7F75		罵	⿱罒馬
U+7F77		罷	⿱罒能
U+7F79		罹	⿱罒惟
U+7F85		羅	⿱罒維
U+7F88		羈	⿱罒䩻
U+7F8A		羊	羊
U+7F8B		羋	⿱⿴卝丨干
U+7F8C		羌	⿸羊乚
U+7F8E		美	⿱𦍌大
U+7F94		羔	⿱𦍌灬
U+7F9A		羚	⿰羊令
U+7F9E		羞	⿸羊丑
U+7FA4		群	⿰君羊
U+7FA8		羨	⿱𦍌㳄
U+7FA9		義	⿱𦍌我
U+7FAF		羯	⿰羊曷
U+7FB2		羲	羲
U+7FB6		羶	⿰羊亶
U+7FB8		羸	⿱吂⿲月羊凡
U+7FB9		羹	⿱羔美
U+7FBD		羽	⿰习习
U+7FBF		羿	⿱羽廾
U+7FC1		翁	⿱公羽
U+7FC5		翅	⿺支羽
U+7FCC		翌	⿱羽立
U+7FCE		翎	⿰令羽
U+7FD2		習	⿱羽白
U+7FD4		翔	⿰羊羽
U+7FD5		翕	⿱合羽
U+7FDF		翟	⿱羽隹
U+7FE0		翠	⿱羽卒
U+7FE1		翡	⿱非羽
U+7FE9		翩	⿰扁羽
U+7FF0		翰	⿰𠦝⿱人羽
U+7FF1		翱	⿰皋羽
U+7FF3		翳	⿱殹羽
U+7FF9		翹	⿺堯羽
U+7FFB		翻	⿰番羽
U+7FFC		翼	⿱羽異
U+8000		耀	⿰光翟
U+8001		老	⿸耂匕
U+8003		考	⿸耂丂
U+8005		者	⿸耂日
U+8006		耆	⿱老日
U+800C		而	⿱一𦓐
U+800D		耍	⿱而女
U+8010		耐	⿰而寸
U+8012		耒	耒
U+8015		耕	⿰耒井
U+8017		耗	⿰耒毛
U+8018		耘	⿰耒云
U+8019		耙	⿰耒巴
U+801C		耜	⿰耒㠯
U+8033		耳	耳
U+8036		耶	⿰耳阝
U+803D		耽	⿰耳冘
U+803F		耿	⿰耳火
U+8046		聆	⿰耳令
U+804A		聊	⿰耳卯
U+8056		聖	⿱𦔻王
U+8058		聘	⿰耳甹
U+805A		聚	⿱取乑
U+805E		聞	⿵門耳
U+806F		聯	⿰耳𢇇
U+8070		聰	⿰耳悤
U+8071		聱	⿱敖耳
U+8072		聲	⿱殸耳
U+8073		聳	⿱從耳
U+8076		聶	⿱耳聑
U+8077		職	⿰耳戠
U+807D		聽	⿰⿹耳壬𢛳
U+807E		聾	⿱龍耳
U+807F		聿	聿
U+8084		肄	⿰𠤕聿
U+8085		肅	肅
U+8086		肆	⿰镸聿
U+8087		肇	⿱𢼄聿
U+8089		肉	肉
U+808B		肋	⿰月力
U+808C		肌	⿰月几
U+8093		肓	⿱亡月
U+8096		肖	⿱⺌月
U+8098		肘	⿰月寸
U+809A		肚	⿰月土
U+809B		肛	⿰月工
U+809D		肝	⿰月干
U+80A1		股	⿰月殳
U+80A2		肢	⿰月支
U+80A5		肥	⿰月巴
U+80A9		肩	⿸户月
U+80AA		肪	⿰月方
U+80AB		肫	⿰月屯
U+80AF		肯	⿱止月
U+80B1		肱	⿰月厷
U+80B2		育	⿱𠫓月
U+80B4		肴	⿱㐅有
U+80BA		肺	⿰月巿
U+80C3		胃	⿱田月
U+80C4		胄	⿱由月
U+80CC		背	⿱北月
U+80CE		胎	⿰月台
U+80D6		胖	⿰月半
U+80DA		胚	⿰月丕
U+80DB		胛	⿰月甲
U+80DE		胞	⿰月包
U+80E1		胡	⿰古月
U+80E4		胤	⿲丿⿱幺月乚
U+80E5		胥	⿱疋月
U+80ED		胭	⿰月因
U+80F0		胰	⿰月夷
U+80F1		胱	⿰月光
U+80F3		胳	⿰月各
U+80F4		胴	⿰月同
U+80F8		胸	⿰月匈
U+80FD		能	⿰䏍𫧇
U+8102		脂	⿰月旨
U+8105		脅	⿱劦月
U+8106		脆	⿰月危
U+8108		脈	⿰月𠂢
U+810A		脊	脊
U+8116		脖	⿰月孛
U+8123		脣	⿸辰月
U+8129		脩	⿰⿰亻丨𡕙
U+812B		脫	⿰月兌
U+812F		脯	⿰月甫
U+8139		脹	⿰月長
U+813E		脾	⿰月卑
U+8146		腆	⿰月典
U+814B		腋	⿰月夜
U+814E		腎	⿱臤月
U+8150		腐	⿸府肉
U+8151		腑	⿰月府
U+8154		腔	⿰月空
U+8155		腕	⿰月宛
U+8165		腥	⿰月星
U+8166		腦	⿰月𡿺
U+816B		腫	⿰月重
U+816E		腮	⿰月思
U+8170		腰	⿰月要
U+8171		腱	⿰月建
U+8173		腳	⿰月卻
U+8178		腸	⿰月昜
U+8179		腹	⿰月复
U+817A		腺	⿰月泉
U+817F		腿	⿰月退
U+8180		膀	⿰月旁
U+8188		膈	⿰月鬲
U+818A		膊	⿰月尃
U+818F		膏	⿱高月
U+819A		膚	⿸虍胃
U+819B		膛	⿰月堂
U+819C		膜	⿰月莫
U+819D		膝	⿰月桼
U+81A0		膠	⿰月翏
U+81A8		膨	⿰月彭
U+81A9		膩	⿰月貳
U+81B3		膳	⿰月善
U+81BA		膺	⿸䧹月
U+81BD		膽	⿰月詹
U+81BE		膾	⿰月會
U+81BF		膿	⿰月農
U+81C0		臀	⿱殿月
U+81C2		臂	⿱辟月
U+81C3		臃	⿰月雍
U+81C6		臆	⿰月意
U+81C9		臉	⿰月僉
U+81CD		臍	⿰月齊
U+81CF		臏	⿰月賓
U+81D8		臘	⿰月巤
U+81DA		臚	⿰月盧
U+81DF		臟	⿰月藏
U+81E3		臣	臣
U+81E5		臥	⿰臣人
U+81E7		臧	⿵戕臣
U+81E8		臨	⿰臣⿱𠂉品
U+81EA		自	自
U+81EC		臬	⿱自木
U+81ED		臭	⿱自犬
U+81F3		至	⿱𠫔土
U+81F4		致	⿰至攵
U+81FA		臺	⿳吉冖至
U+81FB		臻	⿰至秦
U+81FC		臼	臼
U+81FE		臾	臾
U+8200		舀	⿱爫臼
U+8202		舂	⿱𡗗臼
U+8205		舅	⿱臼男
U+8207		與	與
U+8208		興	⿶⿳𦥑一八同
U+8209		舉	舉
U+820A		舊	⿱萑臼
U+820C		舌	⿱千口
U+820D		舍	⿱人舌
U+8210		舐	⿰舌氏
U+8212		舒	⿰舍予
U+8214		舔	⿰舌忝
U+821B		舛	⿰夕㐄
U+821C		舜	⿱⿱爫冖舛
U+821E		舞	⿱⿳𠂉卌一舛
U+821F		舟	舟
U+8222		舢	⿰舟山
U+8228		舨	⿰舟反
U+822A		航	⿰舟亢
U+822B		舫	⿰舟方
U+822C		般	⿰舟殳
U+8235		舵	⿰舟它
U+8236		舶	⿰舟白
U+8237		舷	⿰舟玄
U+8239		船	⿰舟⿱𠘧口
U+8247		艇	⿰舟廷
U+8258		艘	⿰舟叟
U+8259		艙	⿰舟倉
U+8266		艦	⿰舟監
U+826E		艮	艮
U+826F		良	⿱丶艮
U+8271		艱	艱
U+8272		色	⿱𠂊巴
U+827E		艾	⿱艹乂
U+828B		芋	⿱艹于
U+828D		芍	⿱艹勺
U+8292		芒	⿱艹亡
U+8299		芙	⿱艹夫
U+829D		芝	⿱艹之
U+829F		芟	⿱艹殳
U+82A5		芥	⿱艹介
U+82AC		芬	⿱艹分
U+82AD		芭	⿱艹巴
U+82B1		花	⿱艹化
U+82B3		芳	⿱艹方
U+82B9		芹	⿱艹斤
U+82BB		芻	⿱⿹勹屮⿹勹屮
U+82BD		芽	⿱艹牙
U+82D1		苑	⿱艹夗
U+82D2		苒	⿱艹冉
U+82D3		苓	⿱艹令
U+82D4		苔	⿱艹台
U+82D7		苗	⿱艹田
U+82DB		苛	⿱艹可
U+82DC		苜	⿱艹目
U+82DE		苞	⿱艹包
U+82DF		苟	⿱艹句
U+82E3		苣	⿱艹巨
U+82E5		若	⿱艹右
U+82E6		苦	⿱艹古
U+82E7		苧	⿱艹宁
U+82F1		英	⿱艹央
U+8301		茁	⿱艹出
U+8302		茂	⿱艹戊
U+8303		范	⿱艹氾
U+8304		茄	⿱艹加
U+8305		茅	⿱艹矛
U+8309		茉	⿱艹末
U+8317		茗	⿱艹名
U+832B		茫	⿱艹汒
U+8331		茱	⿱艹朱
U+8332		茲	⿱艹𢆶
U+8334		茴	⿱艹回
U+8335		茵	⿱艹因
U+8336		茶	⿳艹人朩
U+8338		茸	⿱艹耳
U+8339		茹	⿱艹如
U+8340		荀	⿱艹旬
U+8349		草	⿱艹早
U+834A		荊	⿱艹刑
U+834F		荏	⿱艹任
U+8350		荐	⿱艹存
U+8352		荒	⿱艹巟
U+8354		荔	⿱艹劦
U+8377		荷	⿱艹何
U+8378		荸	⿱艹孛
U+837B		荻	⿱艹狄
U+837C		荼	⿱艹余
U+8389		莉	⿱艹利
U+838A		莊	⿱艹壯
U+838E		莎	⿱艹沙
U+8392		莒	⿱艹吕
U+8393		莓	⿱艹每
U+8396		莖	⿱艹巠
U+8398		莘	⿱艹辛
U+839E		莞	⿱艹完
U+83A0		莠	⿱艹秀
U+83A2		莢	⿱艹夾
U+83AB		莫	⿱艹旲
U+83BD		莽	⿱𦬫廾
U+83C1		菁	⿱艹青
U+83C5		菅	⿱艹官
