id,char
柵,柵
註,註
咒,咒
朝,朝
徊,徊
煩,煩
嬰,嬰
仙,仙
藩,藩
製,製
痘,痘
輪,輪
縲,縲
黍,黍
座,座
附,附
蛟,咬
梁,粱
褐,妍
嘖,嘖
嶝,嶝
邐,邐
桐,相
脆,脆
歧,岐
篤,篤
痲,痲
乃,乃
吵,吵
渣,渣
捻,捻
毛,毛
叼,叼
寥,寥
蒸,蒸
樁,樁
圍,圈
額,額
莓,莓
梆,梆
樽,樽
氐,氏
泥,泥
濃,濃
寺,寺
燻,燒
岐,岐
挪,挪
醜,醜
換,換
鄙,鄙
描,描
玫,玫
鼾,鼾
甘,甘
緒,緒
闊,闊
塔,垮
占,占
胸,胸
久,久
電,雹
斧,斧
購,購
帚,帚
諄,諄
罐,罐
洽,洽
叟,叟
童,童
鰻,鰻
飧,恢
眷,眷
函,函
驥,驥
井,背
勿,匆
彪,彪
婷,婷
齬,齬
送,送
靦,靦
彿,彿
燮,燮
雷,雷
化,化
髓,髓
頰,頰
稠,稠
輒,輒
瘍,瘍
輯,揖
窈,帘
胭,胭
侍,待
貂,貂
蓀,蓀
榭,榭
筐,筐
遽,遽
晒,晒
眺,眺
能,徒
匕,匕
建,建
目,目
鍍,鍍
耗,耗
溼,溼
丕,丕
贍,贍
驃,驃
錄,錄
斑,斑
巴,巴
肄,肄
摺,摺
娓,妮
繫,繫
頻,頻
孔,孔
諍,諍
蹣,蹣
兇,兇
尸,尸
銖,銖
來,來
配,配
診,診
墟,墟
巍,藐
郁,郁
躇,鏟
賁,賁
矣,妥
足,又
剌,剌
江,汪
烙,焙
我,我
適,適
亞,亞
鴻,鴻
技,技
丁,丁
褻,察
圃,圃
嚀,嚀
熙,熙
灣,瀋
序,序
坐,坐
堵,堵
儷,邐
漓,漓
癒,癒
昆,昆
圖,圓
跛,跛
嘔,嘔
遂,遂
鷗,鷗
涮,涮
侯,侯
貫,貫
雜,雜
臼,臼
姪,姪
誘,誘
逮,速
倆,倆
應,應
姻,姻
赴,赴
屍,屍
烏,焉
首,苜
掌,萼
趟,趟
韻,韻
馳,耿
娣,娣
碘,坦
榷,椎
批,批
泛,泛
鷹,鷹
璧,壁
蜴,蜴
麵,麵
芥,茶
募,募
蚌,精
嶺,嶺
氫,氫
簡,簡
炕,炕
櫥,櫥
靴,靴
娃,汪
貧,貪
驕,驕
驟,驟
毆,毆
亙,亙
怪,怪
捧,棒
緬,緬
爰,鍰
執,我
踩,踩
億,億
漬,漬
瘤,擂
嗎,嗎
幀,幀
莎,莎
迺,迴
沒,次
毛,毛
論,論
樵,樵
牟,牟
潸,潸
楊,楊
綜,綜
今,今
輕,輕
綁,綁
墓,墓
傯,偎
齪,鏃
衣,衣
旋,旋
銘,銘
玲,玲
偵,債
遙,遙
秤,秤
裨,裨
慄,慄
瀉,瀉
俟,俟
判,訂
素,素
儼,億
嗽,嗽
羔,汞
險,險
襖,襖
蜇,蜇
道,道
椒,椒
慟,慟
事,事
韁,韁
紗,紗
係,係
圓,圓
仟,仟
宥,宥
衝,咎
酗,酗
謀,逮
滂,滂
惕,惕
腎,巽
淅,淅
骸,骸
檻,尷
乏,乏
各,各
呵,呵
嚎,嚎
娑,娑
鰻,鰻
像,像
致,致
瞬,晦
鬱,鬱
好,好
伽,化
檢,檢
泓,泓
憲,憲
舞,舞
轔,轔
陝,陝
嚏,嚏
託,詆
藕,藕
寄,奇
秉,秉
弩,弩
蔡,蔡
薜,葵
鈐,鈐
豢,氣
籲,籲
短,短
隧,遂
竿,斥
付,什
掩,掩
幽,幽
馭,臥
乩,乩
悅,忙
鵑,鵑
掏,梅
拇,拇
設,設
窒,窒
閨,閔
磊,磊
友,友
早,罕
餞,餞
岌,炭
雙,雙
韭,韭
駭,孩
奏,奏
餓,飼
砸,砝
高,高
呀,呀
捩,淚
型,型
蹂,跺
它,它
莖,莖
幀,帖
們,們
輜,輜
燃,燃
討,討
鼕,鼕
孺,孺
做,做
錶,錶
賑,賑
并,并
軒,軒
笛,笛
廳,厲
跪,跪
燮,燮
蜢,蜢
域,域
穌,穌
鋁,鋁
鏽,鏽
弁,弁
霞,霞
咖,咖
跪,肪
扉,扉
題,題
況,淙
勸,勸
浮,浮
骯,骸
悸,悖
蟻,蟻
堤,堤
膏,膏
旬,頁
厚,厚
荸,荸
萊,萊
故,迭
碩,碩
剎,剎
朔,軸
梳,杭
倫,倫
忖,恃
甲,甲
叩,叩
譽,譽
豁,豁
竅,竅
諉,諉
恩,思
靼,靼
念,舍
蘊,蘊
栽,栽
彷,彷
嗾,嗾
坍,洲
闆,閭
姻,姻
縣,縣
人,人
臏,臏
狙,狙
侏,侏
趨,趨
表,衷
惻,惻
迅,迅
袞,袁
荏,荏
咐,咐
忌,忌
蓀,蓀
愿,愿
嶝,嶝
食,食
迫,迫
創,創
坑,坑
妝,散
長,長
獰,獰
叵,叵
囤,囤
犖,犖
逆,逆
螟,螟
滓,滓
鎮,鋸
帑,帑
劬,劬
氐,氏
淫,淫
蛟,咬
鏗,鍥
犛,犛
禧,禧
井,未
孤,孤
絆,絆
磋,磺
紕,紕
驛,螟
迥,迴
下,下
錶,鍰
悴,悴
買,賈
餌,餌
謗,語
她,她
肓,青
霜,霜
啖,啖
佔,估
如,如
渺,渺
鐵,鍛
蔑,蔑
收,收
舫,舫
竟,竟
笠,豆
訖,訖
榜,柱
義,義
難,難
蓬,蓬
峭,峭
鞅,嗨
弼,弼
撒,狐
尷,尷
哼,哼
症,症
緞,終
羅,羅
玉,玉
庭,庭
翱,翱
竭,竭
賬,脹
憑,憑
請,請
孔,范
灶,灶
羸,羸
軸,軸
爸,爸
戴,戴
襠,襠
甲,申
約,約
陪,陪
貓,貓
李,李
倨,倨
鵡,鵡
碾,破
話,話
頂,頂
杵,杵
被,被
嚨,嚨
勞,勞
疤,瘤
布,布
錐,鈴
裂,裂
頒,頒
冊,冊
夥,夥
少,少
緘,緘
萋,萋
錄,銳
侍,侍
癲,癩
躊,躊
聲,盧
逼,逗
罪,罪
超,超
竅,竅
昭,昭
弗,弗
擴,擴
蚩,蚩
噤,噤
弈,弈
檻,檻
淳,淳
汽,汽
屐,屜
駐,駐
峙,峙
戀,戀
貿,貿
酪,略
儂,儂
訌,虹
貍,貍
藻,落
種,種
邦,邦
疆,疆
掀,似
閑,閉
騁,騁
相,相
轄,轄
褲,褲
窟,穿
裡,裡
贓,贓
六,六
搏,博
穗,穗
吉,吉
框,捱
芍,芍
鍬,鍬
絢,絢
喀,按
軸,軸
邑,邑
卦,卦
餞,餞
暢,暢
足,足
耙,杞
禦,禦
鐮,曠
夏,夏
穴,穴
育,育
誣,誣
鴒,鴒
乎,千
複,複
篙,篙
頡,頡
秣,秣
閣,閔
閨,閨
茉,茉
促,促
蹼,蹼
暮,舊
魯,島
茹,茹
襟,襟
移,移
伐,伐
莒,莒
裝,茱
姦,姦
麋,慶
欣,陀
復,徨
貪,貪
玲,玲
巷,巷
磺,磺
脖,脖
濡,漂
閑,閉
鍋,鍋
睡,睡
湮,湮
弦,弦
冢,尿
陰,險
萄,萄
阻,阻
以,以
參,參
午,午
珀,沽
帽,帽
痴,痴
蛀,蛀
對,對
蘗,蘗
航,舵
痿,痿
紋,紋
菠,菠
弼,弼
扛,扛
衛,衛
蓮,蓮
蟲,蟲
嚕,鳴
扯,祉
濱,濱
副,副
闖,閡
泊,泊
擺,擺
允,允
吞,石
蟲,燕
吋,吋
憬,悻
征,從
根,根
搔,搔
擘,禁
村,村
強,強
巧,珍
啞,啞
握,握
糕,稔
鵝,鵝
揮,揮
辛,辛
貫,貫
駕,駕
柔,要
嘩,噗
攆,樟
戊,戊
托,托
門,門
嫡,嫡
祁,祁
摘,旖
酬,酬
搪,搪
斯,並
頗,頗
赤,赤
師,盯
咻,咻
褲,褲
矩,矩
螫,螫
節,餃
瑕,澈
橘,橘
軟,欺
光,並
倚,侍
削,削
猩,狎
材,材
砌,砌
冕,冕
品,品
亟,亟
社,社
後,俟
刈,忖
抉,扶
著,著
畢,畢
喱,喱
扉,扉
彈,彈
噹,噹
其,其
拷,掩
豈,虔
岌,岌
躇,躇
揩,揩
哨,啃
簷,簷
勘,勘
墊,墊
縫,縫
姨,姨
衍,衍
厲,厲
稔,稔
噹,噹
蔑,菠
歙,歙
籤,籤
禱,儔
牯,拮
蔓,蓮
喬,喬
樞,框
鎔,鎊
紐,組
櫛,櫛
蕈,蕈
惦,惦
蟬,蟀
簍,筆
手,手
參,參
易,易
祭,祭
瀋,瀋
嚶,嶝
諦,諦
刈,刈
倪,倪
瑩,瑩
您,您
押,押
盥,琅
醫,翳
凶,凶
養,賁
吒,吒
羋,羋
榷,榷
醒,酵
駛,駛
砸,砸
划,划
耿,耿
婀,婀
午,午
槨,槨
喊,成
橫,橫
柿,柿
餿,餿
睜,睜
甭,即
什,什
伽,伽
俏,俏
耽,秧
諒,諄
薯,薯
猴,猴
綠,綠
估,估
浙,浙
動,動
刷,列
星,星
逼,逢
潸,潸
彰,彰
喪,喪
嬉,嬉
侈,侈
峽,峽
頷,領
色,色
廉,康
酷,酷
祭,祭
滯,滯
干,干
褲,褲
藹,藹
撤,撒
獨,獨
指,指
發,發
鑿,鑿
溢,淫
枝,枝
油,油
冢,冢
為,苞
甌,甌
躁,踹
罵,景
囪,向
餡,鉋
答,答
岐,岐
嘗,宣
匍,芻
孓,孓
示,示
戊,戊
恭,昔
簿,獲
簾,簾
黛,黛
祐,祀
怯,快
咚,咚
錳,錳
宙,宙
纂,纂
兼,兼
視,視
拒,拒
蘗,荼
寢,寢
簿,簿
廷,廷
蹋,誦
納,納
屁,屁
駕,駕
輯,揖
得,得
蝨,黏
庶,庶
獺,獺
盍,盍
楷,楷
哮,蒂
據,據
紐,紐
廷,廷
駱,駱
艦,艦
宿,宙
瞧,瞧
凜,凜
鬧,鬧
蹄,蹄
敬,設
噗,噗
拙,拙
響,響
燙,燙
哨,哨
願,頗
韜,韜
孽,孽
鏗,鏗
殤,殤
世,世
符,符
惑,惑
茄,茄
孳,孳
紫,紫
賒,賒
師,肺
姥,快
睞,吸
攣,婁
焉,焉
芳,芳
誠,誠
刪,刪
纂,纂
膩,陣
趙,址
黏,黏
鰥,鰥
碰,碰
姥,姥
噯,噯
嘛,嘛
瀨,瀨
釦,釦
鏈,鍵
牴,牴
翳,翳
短,短
瘠,瘠
繪,繪
更,史
標,探
胚,胚
事,事
痔,痔
腐,腐
剋,剋
瘦,瘦
槍,槍
踢,蹋
臉,腕
憂,曼
閃,閃
鈴,鈴
貍,貍
郭,訂
峙,峙
傲,傲
舀,舀
作,作
熔,熔
靈,噩
忘,忘
昏,昏
蕉,奩
疏,疏
閱,閱
骯,骯
累,累
霜,霜
栓,痊
乳,乳
性,性
通,通
茂,茂
鼙,鼙
啤,啤
豁,詮
盹,盹
箱,箱
暨,暨
霾,霾
圃,困
菩,菩
簿,薄
嫁,嫁
咯,咯
叛,叛
省,省
暴,暴
紡,紡
喬,喬
瞰,瞰
濫,濫
谿,谿
每,行
歷,歷
泌,泌
呆,呆
迫,逵
隱,降
筠,靖
迅,迅
蟀,蟀
馭,馭
翕,翕
攝,揉
值,值
炊,妃
汗,汗
別,別
墓,墓
藻,淺
芋,苧
貫,貫
蠢,蠢
亙,互
摩,摩
賺,賺
蔔,蔔
啄,啞
縫,縫
俺,俺
腹,蔭
勝,勝
堊,堊
泉,泉
哨,哨
淘,淘
招,招
怕,怕
甕,甕
甦,甦
冽,冽
勵,勵
懷,懷
羿,翠
縱,縱
鼎,鼎
聾,聾
窄,窄
薔,薔
練,練
浪,洪
玉,玉
鞦,鍛
廝,圓
訝,訂
俚,僵
燙,燙
慾,慾
斂,斂
窩,窩
民,民
兒,兒
就,就
咱,咱
屹,屹
斡,斡
庾,狹
穿,穿
翡,翡
院,院
卓,常
雕,雕
靖,靖
粗,粗
犖,犖
糯,孺
淵,淵
綴,綴
釜,爸
諦,禪
椒,椒
駛,駛
鎂,鎂
皚,皚
矚,矚
熾,熾
繃,繡
鄧,鄧
乳,乳
稔,舔
戊,戊
谷,谷
鄂,鄂
虐,虐
躪,躪
痕,痕
陵,陵
胡,胡
顫,顫
愧,槍
琳,琳
捆,捆
遴,遴
遂,逐
找,找
描,描
鏽,鏽
榻,榻
嗷,散
鈉,鈉
誰,譁
墜,墜
廖,廖
甘,甘
瀉,瀉
夾,夾
俚,俚
驅,驅
喚,吹
立,立
移,移
最,最
森,級
劑,劑
佗,倌
縲,維
橇,橇
弛,弛
置,置
係,倏
妁,妁
嗯,嗯
瀛,瀛
諦,諦
黴,黴
拱,拱
蘊,蘊
瀕,瀕
抬,拈
覲,覲
營,營
羅,羅
跟,跟
趾,趾
梃,踫
皴,皴
親,親
蛔,蛔
淙,淙
渺,渺
蹶,蹶
撕,撕
搜,搜
絕,絕
倉,倉
呀,呀
琶,琶
畫,畫
今,今
淫,淫
宜,宣
喋,喋
韃,韃
啕,啕
儲,胖
裕,裕
毫,毫
感,感
孩,孩
佇,佇
尖,尖
辟,辟
茵,茵
崖,崖
概,娥
腹,曖
稍,捎
青,青
齷,齷
剔,剽
批,批
畝,畝
鳩,鴻
吹,吹
嗦,嗦
碾,破
癘,濂
悵,悵
剋,剋
蠍,蠍
跳,跳
攫,攫
飽,鉋
雍,雍
懾,懾
嫦,樽
驪,驪
鏑,鏑
螫,螫
殼,殼
囈,嘍
普,普
岫,岫
查,杏
稷,謬
瓢,瓢
鋒,鋒
富,富
竺,坐
汰,決
片,片
貞,貞
岷,岷
岌,光
祝,祆
陌,陪
憫,憫
浙,浙
匝,匝
潮,潮
輾,輾
試,試
違,違
支,支
葬,葬
儡,儡
樵,樵
謙,謙
麾,磨
楔,楔
餘,餡
吱,吱
滇,滇
舞,舞
隆,隆
扁,扁
雉,雉
莽,莽
蛄,蛄
駐,駐
戴,戴
梨,梨
麓,麓
耙,耙
瘋,瘋
弈,弈
蠟,蠟
聚,聚
敬,敬
制,制
瀏,瀏
嘶,浙
拔,拔
躍,櫂
酉,酉
曦,曦
當,常
甬,甬
鍊,禁
坪,坪
獎,獎
赫,揣
煞,煞
頌,頌
兀,几
奈,奈
篡,篡
苒,蒸
詹,虔
押,押
悻,悻
藪,藪
睨,睨
禪,禪
駐,尺
摘,嫡
堰,堰
鍋,鍋
木,木
腳,腳
恢,恢
頌,頌
麋,麋
侖,侖
臬,臬
驗,鱖
爾,爾
倦,倦
嗷,聯
迭,迭
靴,靴
仲,仲
戢,戢
竣,竣
唯,准
裴,裴
蹈,酪
頊,頊
遮,遮
壯,壯
贛,贛
猷,猷
氮,氮
峰,峰
漁,魚
菲,菲
肓,商
張,哭
展,展
徽,徽
含,含
坏,坏
星,星
鋁,鍋
嘉,嘉
哭,巽
歲,歲
瀰,瀰
白,白
損,損
糯,糯
捷,捷
典,典
緬,緬
雁,雁
喂,喂
暇,暇
梅,梅
讒,讒
箭,箭
救,效
鍰,鉑
謠,謠
挽,挽
鍾,鍾
楞,枋
攀,攀
伉,伉
邢,邢
滔,石
懂,隆
豬,豬
拎,拎
梱,粗
澡,澡
栩,朗
離,離
卓,卓
化,化
呶,喲
壘,壘
穌,穌
縫,畦
遙,遙
冬,冬
碰,碰
灤,灤
謝,謝
串,串
剽,剽
痊,痊
費,費
錠,錠
綰,綰
匐,匐
詫,詫
註,註
碗,誠
幣,幣
鈐,鈐
洪,洪
有,有
區,區
紅,紅
杞,杞
居,居
亥,亥
恫,惆
刪,刪
忱,恢
拒,拒
伕,伕
攘,壤
懼,懼
遂,迷
赦,散
褪,褪
洛,洛
炬,拒
將,將
游,游
投,投
鯊,鯊
勘,勘
版,級
礁,礁
雹,雹
蒼,蒼
寄,寄
褚,荷
豁,豁
滑,滑
結,結
鉑,鉑
羶,羶
繕,結
礪,礪
么,么
境,蒲
吐,吐
踏,踏
怪,怪
鐲,鐲
板,娠
臚,臚
窗,窗
鎢,鎢
琢,琢
典,典
貧,貧
爸,設
舶,舶
饞,悸
喻,瑜
愕,愕
窗,富
耶,耶
戟,載
壇,壇
暫,暫
鬚,鬚
剿,剿
音,音
猙,猙
靛,靛
遼,速
錳,鋸
氨,氨
計,訐
築,棄
綻,綻
氛,氛
左,左
嶽,嶽
骨,骨
汨,扭
患,患
步,步
漯,漯
粉,粉
訣,訣
桐,桐
瘴,瘴
簸,簸
返,又
筷,筷
盜,盜
鼾,鼾
儘,儘
解,解
妊,妊
澀,澀
嗚,娼
璃,璃
詰,坩
咎,咎
價,儐
茸,茸
吻,吻
略,略
棕,棕
姑,姑
邊,違
胰,胰
氓,氓
拘,拘
毀,毀
鬲,鬲
卒,卒
研,研
肛,陋
莞,莞
滯,滑
珠,誅
功,叼
海,淚
萬,萬
陳,陳
檜,櫓
撿,撿
颱,颱
顯,顯
槨,槨
箔,箔
簽,答
德,佬
州,州
蔽,蔽
劬,劬
磷,磷
掠,掠
泊,泊
已,巳
返,返
惋,惋
湮,溼
府,府
曷,曷
違,違
窄,窄
圳,圳
晨,晨
魷,魷
陷,陷
佾,佾
畢,畢
泡,泡
楔,楔
蹶,豚
悵,悵
腥,腥
泉,泉
澎,澎
屠,屠
蓄,蕃
遣,遣
凝,凝
現,硯
質,質
斡,斡
睹,瞄
汐,涉
縷,縷
蔑,蕙
榫,榫
徙,徒
駟,駟
羚,羚
哂,哂
祁,祁
悶,悶
隧,隧
樓,樓
訃,訃
胃,冒
桂,柱
香,杳
祗,祗
姆,姆
奧,奧
恙,恙
經,徑
腦,睜
細,細
于,于
隊,隊
跌,跌
醃,酪
涸,涸
銼,牧
園,圖
睞,睞
骰,姣
昂,伊
鐺,鎊
渝,渝
憩,憩
狡,狡
酬,酬
奇,奇
雋,雋
諂,諂
曰,曰
資,蔑
嘰,嘰
嶝,嶝
胚,胚
獰,獰
胖,胖
召,召
蜃,蜃
但,但
鏽,捕
拷,拷
爐,鴆
尬,尬
亭,亭
髮,髮
逸,途
甽,甽
裡,裡
潺,澡
孟,盂
慮,慮
通,通
溫,溫
諾,諾
途,全
菰,菰
句,句
卿,卿
濤,濤
屢,屢
蠟,蠟
輔,輔
半,羊
暈,軍
橡,橡
泊,泊
叟,叟
辰,辰
持,持
紇,距
嬝,嫣
爾,爾
唉,唉
爰,爰
隻,隻
途,途
寤,寤
宦,宦
繚,繚
閤,閤
散,款
揚,漏
棋,棋
猾,稠
依,休
年,閉
嫉,嫉
偷,偷
拈,抵
膚,膚
咖,咖
述,述
楠,楠
皎,跋
囀,囀
泓,涮
狼,狼
狹,狹
鈣,鈣
鈽,獸
衷,衷
噤,噤
欽,效
鈴,鈴
蘗,蘗
睨,睨
揣,搽
忍,忍
桌,桌
柬,柬
冷,冷
仕,仕
到,到
裳,裳
適,適
局,肩
恩,恩
紡,紡
鹹,鹹
伙,伙
啪,啪
菸,菸
矚,矚
昆,邑
寺,寺
隙,隙
菠,菠
辜,辜
底,底
藩,藩
牌,牌
釧,釧
昏,匆
坩,坩
啞,啞
堡,星
譎,譎
忖,恃
聽,揭
蔚,蔚
椎,椎
潔,潔
呷,呷
棍,框
勻,勻
嫻,嫻
合,谷
料,糕
顓,顓
公,公
債,債
科,斜
荼,荼
階,階
鏡,鏡
宛,宛
璜,璜
票,渠
骰,骰
壑,壑
畝,畝
賊,賊
藐,藐
父,父
圍,圍
津,津
喇,喇
莎,莎
換,頂
萊,菸
塌,塌
戶,戶
陽,陽
缸,缸
嗤,嚏
竺,竺
穢,豚
顆,顆
歡,歡
對,對
曾,曾
碩,碩
菸,菸
製,製
肄,肄
熄,燒
銻,銘
匈,匈
弁,弁
狡,休
鄧,鄧
巧,巧
楓,楓
對,對
何,何
橘,橘
啤,啤
蠹,蠹
軒,軒
崑,莖
躇,躇
可,可
函,函
魄,魄
娜,娜
紉,紉
藹,藹
叩,叩
蓆,蓆
視,狽
壁,壁
颺,颺
平,束
婢,婢
踵,錘
刻,刻
肉,肉
啃,啃
寡,寥
儈,儈
蔗,恭
臍,煉
睦,睦
馱,馱
鶉,鶉
闢,闢
鍋,鍋
靜,靜
詮,詮
櫃,櫃
澆,澆
疋,疋
第,第
帑,帑
逖,逃
妄,妄
飭,飭
牴,牴
砥,砥
嗅,嗅
戕,戕
霽,帘
鉤,鈞
珀,珀
詼,詼
丈,丈
援,援
銻,銻
秦,灸
厥,狡
援,援
阜,阜
軌,軌
齟,鉗
貉,貉
殿,殿
戡,戡
轡,轡
覲,親
蒐,蒐
潑,潑
熙,照
古,古
贖,贖
悄,性
糸,糸
錨,沽
名,毛
嗯,嗯
鬼,鬼
夔,夔
俱,俱
茸,茸
岳,岳
震,震
熟,熟
半,半
毗,毗
密,密
台,台
縱,縱
買,貿
夫,矢
鎔,鎔
曝,嗥
衙,衙
揩,揩
拈,拈
能,非
跨,跨
陪,陪
酷,醋
糧,煜
薔,薔
轂,轂
湍,湍
趁,趁
諸,訣
袈,袈
唸,唸
巨,巨
瀆,瀆
逢,逢
殊,殊
荷,荷
沽,沽
愜,愜
針,針
波,波
植,糙
鱉,鱉
山,山
繽,繽
參,參
嚇,嚇
埔,坡
櫛,掛
圓,圓
況,況
犛,犛
見,見
齲,齲
鼙,鼙
詛,詛
煉,煉
偶,偶
餐,餐
講,講
贖,賠
鏍,鏍
酉,酉
客,客
樊,樊
描,描
名,名
答,笨
鶴,鶴
綁,綁
音,音
彎,攣
磯,磯
溘,溘
壟,壟
魚,魚
鏑,鏑
卵,卵
秒,秒
員,員
燬,燬
憚,憚
恆,恆
赴,赴
崑,崑
甌,甌
覦,銘
鈣,鈣
辭,辭
詆,詆
慄,慄
頭,頸
倌,佗
櫻,彈
覆,饜
玳,玳
豁,豁
輩,輩
鬃,髮
匪,匪
雛,雛
咽,咽
黎,黎
惚,惚
擂,擂
迎,迎
訃,訃
瞄,瞄
銖,銖
淘,勻
宜,達
銖,銖
潤,潤
葵,葵
子,子
汝,沒
燒,燒
非,非
吉,吉
遞,遞
挽,挽
蜿,蜿
踱,踴
蝸,蝸
尬,尬
倀,倀
刑,刊
招,招
癖,癖
淮,淮
徬,徬
閉,閉
頭,頭
盛,盛
擦,擦
之,乏
趾,趾
都,都
融,粥
愀,愀
淤,淤
濁,濁
胳,脆
凹,凹
几,几
敏,敏
麥,麥
淞,淞
駿,駿
多,多
骷,敲
俯,俯
漁,漁
鄭,鄭
嚅,嚅
丟,丟
屍,屍
渝,流
蹤,確
錐,油
鈉,鍬
彤,彤
涮,涮
風,兄
舌,否
高,高
前,前
履,床
峨,峨
黏,黏
舷,兌
宋,宗
瘋,瘋
喝,喝
馭,馭
阻,咀
纂,纂
瘟,瘟
檜,檜
叛,叛
野,野
驗,驗
羔,羔
欣,欣
栗,栗
處,虎
宅,宅
窕,窕
擾,擾
兮,兮
諫,訣
傢,傢
榮,榮
柑,柑
棹,棹
哦,哦
源,源
籲,籟
萋,萋
睡,睡
掀,披
館,館
該,該
盒,盒
庸,唐
芋,芋
裟,裟
渤,沖
箔,箔
濟,濟
袖,袖
罪,罪
詢,詢
醃,醃
孔,孔
姥,姥
跺,跺
聱,聱
葵,葵
蛆,蛆
屢,屠
皰,颯
覬,覲
辱,辱
徇,豹
凍,凍
頒,頒
蘆,蘆
堂,堂
羶,羶
什,什
麾,廈
奩,奩
欖,攬
菅,菅
擻,攜
祀,祀
笛,笛
跋,跋
前,前
給,給
疏,疏
角,筒
屢,屢
宗,宗
鈴,鈴
御,御
惱,惴
稽,稽
篁,篁
錨,錨
冉,冉
禹,禹
慈,慈
揉,揉
鼻,鼻
游,游
擋,擋
默,默
複,馥
朔,朔
蜢,蜢
鉋,鉑
勒,勒
艇,艇
河,河
韭,韭
葷,葷
漁,漁
登,登
貊,貊
瑟,瑟
嚅,嚅
啃,啃
梟,梟
戳,戳
總,總
肛,肛
躂,躂
翱,翱
茱,茱
褓,褓
感,感
買,寞
瓜,瓜
緊,奧
價,僧
狂,狂
圃,閥
嘉,嘉
擄,蓀
平,平
鉤,鉤
刑,刑
豉,豉
烘,烘
爺,爺
腮,肥
錫,鐲
泌,泌
凰,凰
埠,埠
譽,譽
冗,冗
筋,筋
跑,跑
爵,爵
無,無
槁,搞
肖,肖
暴,暴
譬,譬
壯,壯
杯,採
撫,撫
嗚,嗚
迢,迢
蒿,蒿
最,殺
炭,岌
軋,軋
躂,躂
旌,旌
菽,菽
萬,萬
簾,箴
杷,杞
榫,榫
擄,擄
鼎,鼎
櫥,櫥
鬢,鬢
輩,輩
嬋,嬋
隙,隙
稿,稿
霧,霧
滓,滓
蒐,蒐
嫻,嫻
刎,刎
軔,軌
盯,盯
皿,皿
月,日
吹,吹
紳,紳
黷,黷
樽,樽
順,順
芍,芍
叢,業
癱,癱
塢,塢
渲,渲
只,貝
吹,吹
轔,轔
尸,尸
牽,牽
座,座
振,振
第,第
射,盯
蜻,蜻
薪,薪
璦,淫
廂,廂
不,不
犁,犁
嗦,嗾
妖,妖
搖,搖
矢,矢
寶,寶
賄,賄
愿,愿
斧,斧
雷,要
訕,訕
塭,塭
震,震
雀,雀
薑,薑
苧,苧
營,鶯
你,介
蓬,蓬
侃,侃
踏,踏
雇,屋
貳,貳
籤,篆
殼,殼
餛,銀
字,字
蝠,蝠
蹤,蹤
賁,責
預,預
忝,忝
涵,涵
忽,忽
儈,傖
尊,尊
抱,抱
角,角
輛,輪
廁,廁
隻,隻
褥,褥
試,試
慷,慷
咋,咋
宣,宣
歐,歐
咒,咒
韆,韆
窮,窮
完,完
弧,弧
龐,寵
砧,砧
碧,碧
萋,萋
鞣,蛛
雪,雪
謙,謙
蠻,蠻
衛,衛
腔,腔
潤,潤
臺,臺
閃,閃
賠,賠
請,請
形,形
縣,縣
盹,盹
蛄,蛄
淅,淅
迭,迭
坤,坤
裴,裴
斑,斑
僚,僚
苞,苞
漪,漪
晚,晚
藉,藉
稀,稀
磅,磅
洗,洗
容,容
冒,冒
皂,皂
卻,卻
竭,竭
陸,陸
宗,宗
鎳,鎳
拒,拒
秩,秩
媳,熄
螞,螞
俸,俸
淺,淺
淮,淮
瑯,瑯
塑,酋
頻,頻
釉,相
迺,迪
瘩,君
工,工
筵,筵
羊,羊
分,分
勵,勵
浚,浚
麴,詢
駢,駢
監,監
磋,磋
酋,酋
恣,恣
耙,耙
薜,薜
仄,仄
悶,悶
疲,疲
鄉,鄉
件,什
蝗,蝗
鬲,鬲
芋,芋
嗎,誥
礬,樊
鶉,鶉
屢,屢
砝,砝
潘,潘
偉,偉
騷,騷
癱,癱
欠,欠
桑,柔
倍,倍
匐,匐
條,條
莉,莉
莓,莓
僑,僑
竟,竟
禮,禮
甘,甘
話,話
飭,飭
饜,饜
媒,娘
俱,俱
厄,厄
帘,帘
春,春
潑,潑
潛,潛
瘁,痰
納,鈉
昔,昔
勤,勤
景,袁
棗,棗
匙,匙
潤,潤
西,西
垣,垣
氟,氟
儐,儐
爹,禽
磁,磁
舷,舷
鷹,鷹
償,償
謊,流
孚,孚
霽,霽
猴,猴
涇,涇
安,字
陳,降
評,抨
末,末
啻,烹
孺,琿
遞,遞
麩,麩
訓,訓
直,直
言,言
宮,宮
駟,斟
巫,巫
塌,塌
罰,罰
農,農
誼,誼
陪,陪
限,限
捧,捧
紂,紂
汗,汙
逸,逸
闔,闔
坏,培
奄,奄
砍,砍
戡,戡
曾,曾
闋,闋
莘,莘
識,識
梁,粱
薄,溥
涵,涵
崢,睜
爹,爹
測,測
過,過
訟,訟
邀,邀
棉,幣
虎,夜
朝,朝
閨,閉
呻,沖
指,拈
第,第
嫗,嫗
舛,舛
揖,揖
陰,陰
居,居
心,心
褐,褐
棋,棋
釜,舍
鞍,難
遺,遣
免,兔
幽,幽
逛,逛
而,而
闆,闊
迄,迄
汁,汁
書,書
迥,迅
牟,牟
乍,乍
拷,撼
妙,妙
飧,飧
勤,勤
敵,敵
械,械
